Case #1: 861
26 28 131872
26 29 1000000
26 30 126959
26 31 128800
26 32 171540
26 33 103519
26 34 103863
26 35 142175
26 36 79883
26 37 82431
26 38 122100
26 39 152398
26 40 122005
26 41 115795
26 42 133009
26 43 175021
26 44 97515
26 45 134284
26 46 148255
26 47 161019
26 48 99822
26 49 108633
26 50 87367
27 28 1000000
27 29 87382
27 30 67725
27 31 48672
27 32 1000000
27 33 1000000
27 34 75964
27 35 46930
27 36 1000000
27 37 54532
27 38 67728
27 39 107379
27 40 1000000
27 41 61677
27 42 61498
27 43 86726
27 44 90035
27 45 63791
27 46 41573
27 47 116911
27 48 37139
27 49 85828
27 50 1000000
28 29 1000000
28 30 70943
28 31 51890
28 32 92230
28 33 1000000
28 34 75969
28 35 50148
28 36 51989
28 37 54537
28 38 70946
28 39 110597
28 40 77290
28 41 1000000
28 42 53067
28 43 1000000
28 44 98466
28 45 67009
28 46 44791
28 47 120129
28 48 45570
28 49 80739
28 50 88318
29 30 56268
29 31 104389
29 32 130524
29 33 79108
29 34 100692
29 35 40452
29 36 76712
29 37 79260
29 38 118929
29 39 1000000
29 40 114408
29 41 91384
29 42 56806
29 43 1000000
29 44 109785
29 45 23591
29 46 1000000
29 47 134133
29 48 67361
29 49 63762
29 50 119933
30 31 60626
30 32 115301
30 33 59897
30 34 71056
30 35 49538
30 36 1000000
30 37 49624
30 38 67774
30 39 62091
30 40 89198
30 41 1000000
30 42 31402
30 43 73363
30 44 84381
30 45 1000000
30 46 93824
30 47 128212
30 48 67015
30 49 18326
30 50 94529
31 32 129505
31 33 25281
31 34 60243
31 35 63937
31 36 48917
31 37 1000000
31 38 72632
31 39 121432
31 40 91039
31 41 13005
31 42 1000000
31 43 107664
31 44 138707
31 45 1000000
31 46 74771
31 47 124959
31 48 63762
31 49 1000000
31 50 128559
32 33 104224
32 34 1000000
32 35 136185
32 36 91657
32 37 89111
32 38 1000000
32 39 150521
32 40 1000000
32 41 1000000
32 42 86109
32 43 81866
32 44 165211
32 45 119324
32 46 64516
32 47 1000000
32 48 106502
32 49 120407
32 50 155063
33 34 34962
33 35 38656
33 36 23636
33 37 21088
33 38 47351
33 39 96151
33 40 65758
33 41 1000000
33 42 65061
33 43 1000000
33 44 114890
33 45 55517
33 46 73506
33 47 99678
33 48 38481
33 49 52386
33 50 125038
34 35 73618
34 36 23980
34 37 21432
34 38 66197
34 39 96495
34 40 66102
34 41 47238
34 42 63545
34 43 114022
34 44 115234
34 45 82595
34 46 1000000
34 47 100022
34 48 38825
34 49 52730
34 50 125382
35 36 62292
35 37 59744
35 38 86007
35 39 60449
35 40 1000000
35 41 50932
35 42 50076
35 43 105922
35 44 103055
35 45 16861
35 46 73029
35 47 136107
35 48 60631
35 49 67864
35 50 113203
36 37 2548
36 38 1000000
36 39 72515
36 40 42122
36 41 35912
36 42 62556
36 43 95138
36 44 96348
36 45 60329
36 46 68372
36 47 1000000
36 48 19939
36 49 28750
36 50 106496
37 38 44765
37 39 75063
37 40 44670
37 41 1000000
37 42 61121
37 43 1000000
37 44 93802
37 45 61163
37 46 70920
37 47 78590
37 48 17393
37 49 31298
37 50 103950
38 39 114732
38 40 1000000
38 41 59627
38 42 92747
38 43 107006
38 44 138565
38 45 1000000
38 46 26155
38 47 1000000
38 48 62156
38 49 1000000
38 50 147615
39 40 1000000
39 41 1000000
39 42 76803
39 43 135454
39 44 129782
39 45 1000000
39 46 133478
39 47 153651
39 48 87358
39 49 43765
39 50 139930
40 41 78034
40 42 71169
40 43 137260
40 44 138470
40 45 90817
40 46 1000000
40 47 100435
40 48 62061
40 49 1000000
40 50 148618
41 42 77337
41 43 1000000
41 44 127166
41 45 67793
41 46 85782
41 47 111954
41 48 50757
41 49 64662
41 50 137314
42 43 104765
42 44 1000000
42 45 33215
42 46 94362
42 47 127234
42 48 1000000
42 49 49728
42 50 95067
43 44 157744
43 45 106040
43 46 80851
43 47 171180
43 48 109983
43 49 91689
43 50 166613
44 45 1000000
44 46 131608
44 47 134182
44 48 76409
44 49 1000000
44 50 10148
45 46 89890
45 47 139751
45 48 43770
45 49 51003
45 50 96342
46 47 1000000
46 48 78712
46 49 1000000
46 50 121460
47 48 1000000
47 49 109886
47 50 1000000
48 49 48689
48 50 86557
49 50 112855
Case #127: 300
1 2 1000000
1 3 1000000
1 4 1000000
1 5 1000000
1 6 1000000
1 7 1000000
1 8 1000000
1 9 1000000
1 10 1000000
1 11 1000000
1 12 1000000
1 13 1000000
1 14 1000000
1 15 856858
1 16 698205
1 17 1000000
1 18 1000000
1 19 1000000
1 20 1000000
1 21 1000000
1 22 1000000
1 23 7068
1 24 1000000
1 25 1000000
2 3 776665
2 4 1000000
2 5 1000000
2 6 1000000
2 7 1000000
2 8 1000000
2 9 1000000
2 10 1000000
2 11 1000000
2 12 1000000
2 13 474427
2 14 1000000
2 15 1000000
2 16 1000000
2 17 1000000
2 18 1000000
2 19 1000000
2 20 1000000
2 21 1000000
2 22 1000000
2 23 1000000
2 24 1000000
2 25 1000000
3 4 1000000
3 5 1000000
3 6 1000000
3 7 885767
3 8 1000000
3 9 1000000
3 10 1000000
3 11 626368
3 12 1000000
3 13 1000000
3 14 1000000
3 15 1000000
3 16 1000000
3 17 1000000
3 18 1000000
3 19 1000000
3 20 1000000
3 21 1000000
3 22 1000000
3 23 1000000
3 24 868500
3 25 1000000
4 5 1000000
4 6 1000000
4 7 1000000
4 8 1000000
4 9 1000000
4 10 1000000
4 11 1000000
4 12 1000000
4 13 1000000
4 14 1000000
4 15 1000000
4 16 1000000
4 17 1000000
4 18 1000000
4 19 1000000
4 20 1000000
4 21 1000000
4 22 1000000
4 23 1000000
4 24 1000000
4 25 1000000
5 6 1000000
5 7 1000000
5 8 1000000
5 9 1000000
5 10 785328
5 11 1000000
5 12 1000000
5 13 1000000
5 14 1000000
5 15 1000000
5 16 1000000
5 17 1000000
5 18 1000000
5 19 1000000
5 20 700845
5 21 900095
5 22 1000000
5 23 1000000
5 24 1000000
5 25 1000000
6 7 767693
6 8 1000000
6 9 1000000
6 10 1000000
6 11 1000000
6 12 1000000
6 13 375723
6 14 285947
6 15 1000000
6 16 1000000
6 17 1000000
6 18 1000000
6 19 1000000
6 20 670458
6 21 1000000
6 22 1000000
6 23 551854
6 24 1000000
6 25 1000000
7 8 1000000
7 9 1000000
7 10 1000000
7 11 1000000
7 12 1000000
7 13 1000000
7 14 1000000
7 15 1000000
7 16 1000000
7 17 1000000
7 18 1000000
7 19 1000000
7 20 1000000
7 21 1000000
7 22 1000000
7 23 215839
7 24 1000000
7 25 1000000
8 9 1000000
8 10 1000000
8 11 1000000
8 12 1000000
8 13 638727
8 14 1000000
8 15 1000000
8 16 1000000
8 17 873543
8 18 1000000
8 19 1000000
8 20 1000000
8 21 1000000
8 22 1000000
8 23 1000000
8 24 1000000
8 25 1000000
9 10 1000000
9 11 1000000
9 12 1000000
9 13 1000000
9 14 1000000
9 15 1000000
9 16 1000000
9 17 1000000
9 18 529197
9 19 1000000
9 20 1000000
9 21 1000000
9 22 1000000
9 23 1000000
9 24 1000000
9 25 1000000
10 11 1000000
10 12 1000000
10 13 1000000
10 14 1000000
10 15 1000000
10 16 1000000
10 17 1000000
10 18 902359
10 19 1000000
10 20 1000000
10 21 1000000
10 22 841843
10 23 1000000
10 24 1000000
10 25 944269
11 12 922546
11 13 1000000
11 14 1000000
11 15 1000000
11 16 1000000
11 17 1000000
11 18 1000000
11 19 1000000
11 20 1000000
11 21 1000000
11 22 821049
11 23 1000000
11 24 1000000
11 25 1000000
12 13 1000000
12 14 1000000
12 15 1000000
12 16 729452
12 17 683911
12 18 1000000
12 19 1000000
12 20 1000000
12 21 1000000
12 22 574038
12 23 525765
12 24 1000000
12 25 1000000
13 14 1000000
13 15 1000000
13 16 1000000
13 17 1000000
13 18 1000000
13 19 1000000
13 20 474287
13 21 1000000
13 22 1000000
13 23 1000000
13 24 1000000
13 25 1000000
14 15 1000000
14 16 1000000
14 17 1000000
14 18 1000000
14 19 1000000
14 20 1000000
14 21 1000000
14 22 1000000
14 23 1000000
14 24 1000000
14 25 1000000
15 16 1000000
15 17 1000000
15 18 1000000
15 19 1000000
15 20 1000000
15 21 1000000
15 22 1000000
15 23 1000000
15 24 1000000
15 25 1000000
16 17 1000000
16 18 1000000
16 19 1000000
16 20 1000000
16 21 1000000
16 22 1000000
16 23 1000000
16 24 1000000
16 25 1000000
17 18 1000000
17 19 1000000
17 20 1000000
17 21 1000000
17 22 1000000
17 23 1000000
17 24 1000000
17 25 1000000
18 19 1000000
18 20 1000000
18 21 1000000
18 22 1000000
18 23 1000000
18 24 1000000
18 25 1000000
19 20 1000000
19 21 1000000
19 22 1000000
19 23 1000000
19 24 1000000
19 25 1000000
20 21 1000000
20 22 1000000
20 23 1000000
20 24 1000000
20 25 1000000
21 22 1000000
21 23 870924
21 24 1000000
21 25 1000000
22 23 1000000
22 24 1000000
22 25 1000000
23 24 1000000
23 25 1000000
24 25 1000000
Case #128: 78
1 2 1000000
1 3 1000000
1 4 1000000
1 5 1000000
1 6 1000000
1 7 1000000
1 8 1000000
1 9 1000000
1 10 1000000
1 11 1000000
1 12 1000000
1 13 1000000
2 3 1000000
2 4 1000000
2 5 1000000
2 6 1000000
2 7 1000000
2 8 1000000
2 9 1000000
2 10 1000000
2 11 1000000
2 12 1000000
2 13 1000000
3 4 1000000
3 5 1000000
3 6 1000000
3 7 1000000
3 8 1000000
3 9 1000000
3 10 1000000
3 11 1000000
3 12 1000000
3 13 1000000
4 5 1000000
4 6 410054
4 7 898929
4 8 1000000
4 9 1000000
4 10 771984
4 11 1000000
4 12 1000000
4 13 802539
5 6 1000000
5 7 1000000
5 8 1000000
5 9 1000000
5 10 1000000
5 11 1000000
5 12 1000000
5 13 1000000
6 7 1000000
6 8 580288
6 9 1000000
6 10 1000000
6 11 1000000
6 12 1000000
6 13 1000000
7 8 1000000
7 9 1000000
7 10 1000000
7 11 1000000
7 12 1000000
7 13 1000000
8 9 1000000
8 10 1000000
8 11 1000000
8 12 1000000
8 13 1000000
9 10 1000000
9 11 1000000
9 12 1000000
9 13 1000000
10 11 1000000
10 12 1000000
10 13 1000000
11 12 1000000
11 13 1000000
12 13 1000000
Case #129: 990
1 2 1000000
1 3 1000000
1 4 1000000
1 5 1000000
1 6 1000000
1 7 1000000
1 8 1000000
1 9 1000000
1 10 1000000
1 11 1000000
1 12 1000000
1 13 1000000
1 14 1000000
1 15 1000000
1 16 1000000
1 17 1000000
1 18 1000000
1 19 1000000
1 20 1000000
1 21 1000000
1 22 1000000
1 23 1000000
1 24 1000000
1 25 1000000
1 26 1000000
1 27 1000000
1 28 1000000
1 29 1000000
1 30 1000000
1 31 1000000
1 32 1000000
1 33 1000000
1 34 1000000
1 35 1000000
1 36 1000000
1 37 1000000
1 38 1000000
1 39 1000000
1 40 1000000
1 41 860141
1 42 1000000
1 43 1000000
1 44 1000000
1 45 1000000
2 3 1000000
2 4 1000000
2 5 1000000
2 6 1000000
2 7 1000000
2 8 1000000
2 9 1000000
2 10 1000000
2 11 1000000
2 12 1000000
2 13 1000000
2 14 1000000
2 15 1000000
2 16 1000000
2 17 1000000
2 18 1000000
2 19 1000000
2 20 1000000
2 21 659699
2 22 1000000
2 23 1000000
2 24 1000000
2 25 1000000
2 26 1000000
2 27 1000000
2 28 1000000
2 29 1000000
2 30 1000000
2 31 1000000
2 32 1000000
2 33 1000000
2 34 1000000
2 35 1000000
2 36 1000000
2 37 1000000
2 38 1000000
2 39 1000000
2 40 1000000
2 41 1000000
2 42 1000000
2 43 1000000
2 44 1000000
2 45 1000000
3 4 1000000
3 5 1000000
3 6 1000000
3 7 1000000
3 8 1000000
3 9 1000000
3 10 1000000
3 11 1000000
3 12 1000000
3 13 1000000
3 14 1000000
3 15 1000000
3 16 1000000
3 17 1000000
3 18 1000000
3 19 1000000
3 20 1000000
3 21 1000000
3 22 1000000
3 23 1000000
3 24 1000000
3 25 1000000
3 26 1000000
3 27 1000000
3 28 1000000
3 29 1000000
3 30 1000000
3 31 1000000
3 32 1000000
3 33 1000000
3 34 1000000
3 35 706394
3 36 1000000
3 37 1000000
3 38 1000000
3 39 1000000
3 40 1000000
3 41 1000000
3 42 1000000
3 43 1000000
3 44 1000000
3 45 1000000
4 5 1000000
4 6 1000000
4 7 1000000
4 8 1000000
4 9 1000000
4 10 1000000
4 11 1000000
4 12 1000000
4 13 1000000
4 14 1000000
4 15 1000000
4 16 1000000
4 17 1000000
4 18 1000000
4 19 1000000
4 20 1000000
4 21 1000000
4 22 1000000
4 23 1000000
4 24 1000000
4 25 1000000
4 26 1000000
4 27 1000000
4 28 1000000
4 29 1000000
4 30 1000000
4 31 1000000
4 32 1000000
4 33 1000000
4 34 1000000
4 35 1000000
4 36 1000000
4 37 1000000
4 38 1000000
4 39 1000000
4 40 415383
4 41 1000000
4 42 1000000
4 43 1000000
4 44 1000000
4 45 770240
5 6 1000000
5 7 1000000
5 8 1000000
5 9 1000000
5 10 1000000
5 11 1000000
5 12 1000000
5 13 1000000
5 14 1000000
5 15 1000000
5 16 1000000
5 17 1000000
5 18 1000000
5 19 1000000
5 20 1000000
5 21 1000000
5 22 1000000
5 23 1000000
5 24 1000000
5 25 1000000
5 26 1000000
5 27 1000000
5 28 1000000
5 29 1000000
5 30 1000000
5 31 1000000
5 32 1000000
5 33 1000000
5 34 1000000
5 35 1000000
5 36 1000000
5 37 1000000
5 38 1000000
5 39 1000000
5 40 1000000
5 41 1000000
5 42 1000000
5 43 1000000
5 44 1000000
5 45 1000000
6 7 1000000
6 8 1000000
6 9 1000000
6 10 1000000
6 11 1000000
6 12 1000000
6 13 1000000
6 14 1000000
6 15 1000000
6 16 1000000
6 17 925543
6 18 1000000
6 19 1000000
6 20 1000000
6 21 1000000
6 22 1000000
6 23 1000000
6 24 1000000
6 25 1000000
6 26 1000000
6 27 1000000
6 28 1000000
6 29 1000000
6 30 1000000
6 31 1000000
6 32 1000000
6 33 1000000
6 34 1000000
6 35 1000000
6 36 1000000
6 37 1000000
6 38 1000000
6 39 1000000
6 40 1000000
6 41 1000000
6 42 1000000
6 43 996343
6 44 1000000
6 45 1000000
7 8 1000000
7 9 1000000
7 10 1000000
7 11 1000000
7 12 1000000
7 13 1000000
7 14 1000000
7 15 1000000
7 16 1000000
7 17 1000000
7 18 1000000
7 19 1000000
7 20 1000000
7 21 1000000
7 22 1000000
7 23 1000000
7 24 1000000
7 25 1000000
7 26 1000000
7 27 1000000
7 28 1000000
7 29 1000000
7 30 1000000
7 31 1000000
7 32 556804
7 33 1000000
7 34 1000000
7 35 1000000
7 36 1000000
7 37 1000000
7 38 1000000
7 39 1000000
7 40 295744
7 41 1000000
7 42 657506
7 43 1000000
7 44 1000000
7 45 1000000
8 9 1000000
8 10 1000000
8 11 1000000
8 12 1000000
8 13 1000000
8 14 1000000
8 15 1000000
8 16 1000000
8 17 1000000
8 18 1000000
8 19 1000000
8 20 1000000
8 21 1000000
8 22 1000000
8 23 1000000
8 24 1000000
8 25 1000000
8 26 1000000
8 27 702505
8 28 1000000
8 29 1000000
8 30 1000000
8 31 1000000
8 32 1000000
8 33 1000000
8 34 1000000
8 35 1000000
8 36 1000000
8 37 1000000
8 38 1000000
8 39 1000000
8 40 1000000
8 41 1000000
8 42 1000000
8 43 1000000
8 44 1000000
8 45 1000000
9 10 1000000
9 11 1000000
9 12 1000000
9 13 1000000
9 14 1000000
9 15 1000000
9 16 1000000
9 17 1000000
9 18 1000000
9 19 1000000
9 20 1000000
9 21 1000000
9 22 1000000
9 23 1000000
9 24 1000000
9 25 1000000
9 26 1000000
9 27 1000000
9 28 1000000
9 29 555783
9 30 1000000
9 31 1000000
9 32 1000000
9 33 1000000
9 34 1000000
9 35 1000000
9 36 1000000
9 37 1000000
9 38 1000000
9 39 1000000
9 40 1000000
9 41 1000000
9 42 1000000
9 43 1000000
9 44 1000000
9 45 1000000
10 11 1000000
10 12 1000000
10 13 1000000
10 14 1000000
10 15 355936
10 16 1000000
10 17 1000000
10 18 1000000
10 19 1000000
10 20 1000000
10 21 1000000
10 22 1000000
10 23 1000000
10 24 1000000
10 25 1000000
10 26 1000000
10 27 1000000
10 28 1000000
10 29 1000000
10 30 1000000
10 31 609442
10 32 1000000
10 33 1000000
10 34 1000000
10 35 1000000
10 36 1000000
10 37 1000000
10 38 707967
10 39 1000000
10 40 1000000
10 41 1000000
10 42 1000000
10 43 1000000
10 44 1000000
10 45 1000000
11 12 1000000
11 13 1000000
11 14 1000000
11 15 543450
11 16 597548
11 17 1000000
11 18 1000000
11 19 1000000
11 20 1000000
11 21 1000000
11 22 1000000
11 23 1000000
11 24 1000000
11 25 1000000
11 26 1000000
11 27 1000000
11 28 1000000
11 29 1000000
11 30 1000000
11 31 1000000
11 32 1000000
11 33 1000000
11 34 833689
11 35 1000000
11 36 1000000
11 37 1000000
11 38 1000000
11 39 1000000
11 40 1000000
11 41 1000000
11 42 1000000
11 43 1000000
11 44 1000000
11 45 1000000
12 13 1000000
12 14 1000000
12 15 1000000
12 16 1000000
12 17 1000000
12 18 1000000
12 19 1000000
12 20 1000000
12 21 1000000
12 22 1000000
12 23 1000000
12 24 1000000
12 25 1000000
12 26 1000000
12 27 1000000
12 28 1000000
12 29 1000000
12 30 1000000
12 31 1000000
12 32 1000000
12 33 1000000
12 34 1000000
12 35 1000000
12 36 1000000
12 37 1000000
12 38 1000000
12 39 1000000
12 40 1000000
12 41 1000000
12 42 1000000
12 43 1000000
12 44 1000000
12 45 1000000
13 14 1000000
13 15 1000000
13 16 1000000
13 17 1000000
13 18 1000000
13 19 1000000
13 20 1000000
13 21 1000000
13 22 684170
13 23 1000000
13 24 1000000
13 25 1000000
13 26 1000000
13 27 1000000
13 28 1000000
13 29 1000000
13 30 1000000
13 31 1000000
13 32 1000000
13 33 1000000
13 34 1000000
13 35 1000000
13 36 1000000
13 37 1000000
13 38 1000000
13 39 1000000
13 40 1000000
13 41 353410
13 42 1000000
13 43 1000000
13 44 1000000
13 45 825796
14 15 1000000
14 16 1000000
14 17 1000000
14 18 1000000
14 19 1000000
14 20 1000000
14 21 1000000
14 22 1000000
14 23 1000000
14 24 1000000
14 25 1000000
14 26 333075
14 27 1000000
14 28 1000000
14 29 1000000
14 30 1000000
14 31 1000000
14 32 1000000
14 33 1000000
14 34 1000000
14 35 1000000
14 36 1000000
14 37 1000000
14 38 1000000
14 39 1000000
14 40 1000000
14 41 1000000
14 42 1000000
14 43 1000000
14 44 1000000
14 45 1000000
15 16 54098
15 17 1000000
15 18 1000000
15 19 1000000
15 20 1000000
15 21 1000000
15 22 1000000
15 23 1000000
15 24 1000000
15 25 1000000
15 26 1000000
15 27 1000000
15 28 1000000
15 29 1000000
15 30 1000000
15 31 1000000
15 32 288472
15 33 1000000
15 34 1000000
15 35 1000000
15 36 1000000
15 37 1000000
15 38 1000000
15 39 1000000
15 40 1000000
15 41 1000000
15 42 1000000
15 43 1000000
15 44 1000000
15 45 1000000
16 17 1000000
16 18 1000000
16 19 1000000
16 20 1000000
16 21 1000000
16 22 1000000
16 23 1000000
16 24 1000000
16 25 1000000
16 26 1000000
16 27 1000000
16 28 1000000
16 29 1000000
16 30 1000000
16 31 1000000
16 32 1000000
16 33 1000000
16 34 1000000
16 35 1000000
16 36 1000000
16 37 1000000
16 38 1000000
16 39 1000000
16 40 1000000
16 41 1000000
16 42 1000000
16 43 1000000
16 44 1000000
16 45 1000000
17 18 355864
17 19 1000000
17 20 1000000
17 21 1000000
17 22 1000000
17 23 1000000
17 24 681898
17 25 913638
17 26 1000000
17 27 1000000
17 28 1000000
17 29 1000000
17 30 1000000
17 31 1000000
17 32 1000000
17 33 1000000
17 34 1000000
17 35 1000000
17 36 1000000
17 37 1000000
17 38 1000000
17 39 1000000
17 40 1000000
17 41 1000000
17 42 1000000
17 43 1000000
17 44 1000000
17 45 1000000
18 19 1000000
18 20 1000000
18 21 1000000
18 22 1000000
18 23 969029
18 24 1000000
18 25 1000000
18 26 259860
18 27 1000000
18 28 1000000
18 29 1000000
18 30 1000000
18 31 1000000
18 32 454945
18 33 1000000
18 34 1000000
18 35 1000000
18 36 1000000
18 37 1000000
18 38 1000000
18 39 1000000
18 40 1000000
18 41 1000000
18 42 1000000
18 43 1000000
18 44 1000000
18 45 1000000
19 20 1000000
19 21 1000000
19 22 1000000
19 23 1000000
19 24 1000000
19 25 1000000
19 26 1000000
19 27 1000000
19 28 1000000
19 29 1000000
19 30 1000000
19 31 1000000
19 32 1000000
19 33 1000000
19 34 1000000
19 35 1000000
19 36 1000000
19 37 1000000
19 38 1000000
19 39 1000000
19 40 1000000
19 41 1000000
19 42 1000000
19 43 1000000
19 44 1000000
19 45 1000000
20 21 1000000
20 22 1000000
20 23 1000000
20 24 1000000
20 25 1000000
20 26 1000000
20 27 1000000
20 28 1000000
20 29 1000000
20 30 1000000
20 31 1000000
20 32 1000000
20 33 1000000
20 34 1000000
20 35 1000000
20 36 1000000
20 37 1000000
20 38 1000000
20 39 1000000
20 40 1000000
20 41 1000000
20 42 1000000
20 43 1000000
20 44 1000000
20 45 1000000
21 22 1000000
21 23 1000000
21 24 1000000
21 25 1000000
21 26 1000000
21 27 1000000
21 28 1000000
21 29 1000000
21 30 1000000
21 31 1000000
21 32 1000000
21 33 1000000
21 34 1000000
21 35 1000000
21 36 1000000
21 37 1000000
21 38 1000000
21 39 1000000
21 40 1000000
21 41 1000000
21 42 1000000
21 43 1000000
21 44 1000000
21 45 1000000
22 23 1000000
22 24 532522
22 25 1000000
22 26 1000000
22 27 1000000
22 28 1000000
22 29 1000000
22 30 1000000
22 31 609281
22 32 1000000
22 33 1000000
22 34 1000000
22 35 1000000
22 36 1000000
22 37 1000000
22 38 1000000
22 39 1000000
22 40 1000000
22 41 330760
22 42 1000000
22 43 1000000
22 44 1000000
22 45 1000000
23 24 1000000
23 25 1000000
23 26 1000000
23 27 1000000
23 28 1000000
23 29 1000000
23 30 1000000
23 31 1000000
23 32 1000000
23 33 1000000
23 34 441290
23 35 1000000
23 36 1000000
23 37 1000000
23 38 1000000
23 39 1000000
23 40 1000000
23 41 1000000
23 42 1000000
23 43 1000000
23 44 1000000
23 45 1000000
24 25 1000000
24 26 1000000
24 27 1000000
24 28 1000000
24 29 1000000
24 30 1000000
24 31 1000000
24 32 1000000
24 33 1000000
24 34 1000000
24 35 1000000
24 36 1000000
24 37 1000000
24 38 1000000
24 39 1000000
24 40 1000000
24 41 1000000
24 42 540133
24 43 1000000
24 44 1000000
24 45 1000000
25 26 1000000
25 27 1000000
25 28 1000000
25 29 1000000
25 30 1000000
25 31 1000000
25 32 1000000
25 33 1000000
25 34 1000000
25 35 318643
25 36 1000000
25 37 1000000
25 38 1000000
25 39 1000000
25 40 1000000
25 41 1000000
25 42 1000000
25 43 1000000
25 44 1000000
25 45 1000000
26 27 1000000
26 28 1000000
26 29 1000000
26 30 1000000
26 31 1000000
26 32 1000000
26 33 1000000
26 34 1000000
26 35 1000000
26 36 1000000
26 37 1000000
26 38 1000000
26 39 1000000
26 40 1000000
26 41 1000000
26 42 1000000
26 43 1000000
26 44 1000000
26 45 1000000
27 28 1000000
27 29 1000000
27 30 1000000
27 31 1000000
27 32 1000000
27 33 451412
27 34 1000000
27 35 1000000
27 36 1000000
27 37 1000000
27 38 1000000
27 39 1000000
27 40 1000000
27 41 1000000
27 42 1000000
27 43 1000000
27 44 1000000
27 45 1000000
28 29 1000000
28 30 1000000
28 31 1000000
28 32 1000000
28 33 1000000
28 34 1000000
28 35 1000000
28 36 1000000
28 37 1000000
28 38 1000000
28 39 1000000
28 40 1000000
28 41 1000000
28 42 1000000
28 43 1000000
28 44 1000000
28 45 1000000
29 30 1000000
29 31 850480
29 32 1000000
29 33 1000000
29 34 1000000
29 35 1000000
29 36 1000000
29 37 1000000
29 38 1000000
29 39 1000000
29 40 1000000
29 41 1000000
29 42 1000000
29 43 1000000
29 44 1000000
29 45 1000000
30 31 1000000
30 32 1000000
30 33 1000000
30 34 1000000
30 35 1000000
30 36 1000000
30 37 1000000
30 38 1000000
30 39 1000000
30 40 1000000
30 41 1000000
30 42 1000000
30 43 1000000
30 44 1000000
30 45 1000000
31 32 1000000
31 33 1000000
31 34 1000000
31 35 1000000
31 36 1000000
31 37 1000000
31 38 1000000
31 39 1000000
31 40 1000000
31 41 1000000
31 42 1000000
31 43 1000000
31 44 1000000
31 45 1000000
32 33 1000000
32 34 1000000
32 35 1000000
32 36 1000000
32 37 1000000
32 38 1000000
32 39 1000000
32 40 1000000
32 41 1000000
32 42 1000000
32 43 1000000
32 44 1000000
32 45 1000000
33 34 1000000
33 35 1000000
33 36 1000000
33 37 1000000
33 38 1000000
33 39 1000000
33 40 1000000
33 41 1000000
33 42 1000000
33 43 1000000
33 44 1000000
33 45 1000000
34 35 1000000
34 36 1000000
34 37 401543
34 38 1000000
34 39 1000000
34 40 1000000
34 41 1000000
34 42 1000000
34 43 1000000
34 44 1000000
34 45 1000000
35 36 685332
35 37 1000000
35 38 1000000
35 39 1000000
35 40 1000000
35 41 1000000
35 42 1000000
35 43 1000000
35 44 1000000
35 45 1000000
36 37 958675
36 38 1000000
36 39 1000000
36 40 1000000
36 41 1000000
36 42 1000000
36 43 1000000
36 44 1000000
36 45 1000000
37 38 1000000
37 39 1000000
37 40 1000000
37 41 1000000
37 42 1000000
37 43 1000000
37 44 1000000
37 45 1000000
38 39 1000000
38 40 1000000
38 41 1000000
38 42 1000000
38 43 1000000
38 44 1000000
38 45 1000000
39 40 404278
39 41 1000000
39 42 1000000
39 43 1000000
39 44 1000000
39 45 1000000
40 41 76668
40 42 1000000
40 43 1000000
40 44 1000000
40 45 1000000
41 42 1000000
41 43 1000000
41 44 1000000
41 45 1000000
42 43 1000000
42 44 1000000
42 45 1000000
43 44 1000000
43 45 1000000
44 45 1000000
Case #130: 666
1 2 48759
1 3 121323
1 4 93221
1 5 32725
1 6 1000000
1 7 1000000
1 8 85838
1 9 84668
1 10 1000000
1 11 47454
1 12 5972
1 13 128804
1 14 68809
1 15 50418
1 16 116939
1 17 99052
1 18 76445
1 19 106601
1 20 84797
1 21 53413
1 22 121446
1 23 133791
1 24 132922
1 25 127519
1 26 131053
1 27 85526
1 28 144240
1 29 50076
1 30 89308
1 31 67450
1 32 126328
1 33 120339
1 34 113184
1 35 39086
1 36 87493
1 37 89878
2 3 98950
2 4 44462
2 5 27083
2 6 74959
2 7 56197
2 8 80196
2 9 83994
2 10 179388
2 11 41812
2 12 42787
2 13 108080
2 14 54290
2 15 1659
2 16 95219
2 17 1000000
2 18 1000000
2 19 57842
2 20 70278
2 21 38894
2 22 72687
2 23 123193
2 24 87351
2 25 154752
2 26 107687
2 27 79884
2 28 140679
2 29 35557
2 30 138067
2 31 83142
2 32 77569
2 33 98619
2 34 109623
2 35 33444
2 36 1000000
2 37 110655
3 4 143412
3 5 88598
3 6 91821
3 7 42753
3 8 128494
3 9 100856
3 10 168908
3 11 1000000
3 12 115351
3 13 63077
3 14 88106
3 15 97291
3 16 75938
3 17 22271
3 18 92633
3 19 44398
3 20 72118
3 21 74584
3 22 68918
3 23 1000000
3 24 11599
3 25 157161
3 26 124187
3 27 141399
3 28 84491
3 29 71247
3 30 1000000
3 31 99169
3 32 21381
3 33 72538
3 34 53435
3 35 94959
3 36 67599
3 37 87779
4 5 71545
4 6 119421
4 7 100659
4 8 124658
4 9 128456
4 10 223850
4 11 86274
4 12 87249
4 13 124496
4 14 98752
4 15 1000000
4 16 1000000
4 17 128995
4 18 1000000
4 19 102304
4 20 114740
4 21 83356
4 22 117149
4 23 167655
4 24 131813
4 25 1000000
4 26 152149
4 27 124346
4 28 185141
4 29 80019
4 30 182529
4 31 127604
4 32 122031
